Date,Municipality,Region,City,Deaths,Seriously injured,Slightly injured,Speed,Escapists,Climate,Subtype,Subzone,Wind,Moment,Type
23/12/2017,MANLLEU,Osona,Barcelona,0,1,0,50,No,Good weather,Other roadway exits,Road,Light wind,Night,Unspecified roadway exit
17/10/2017,VIC,Osona,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
28/05/2017,MONTAGUT,Garrotxa,Girona,1,0,2,90,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
27/07/2017,VALLS,Alt Camp,Tarragona,0,2,0,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
23/04/2017,VILANOVA I LA GELTRU,Garraf,Barcelona,0,2,0,90,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Afternoon,Collision against an object in the roadway
19/10/2017,LLICA DE VALL,Valles Oriental,Barcelona,0,1,0,50,No,Light rain,Run over,Road,Light wind,Morning,Run over
14/07/2017,MONTBLANC,Conca de Barbera,Tarragona,1,0,0,100,No,Good weather,Frontal collision,Road,Light wind,Night,Moving vehicles collision
07/05/2017,SANTA COLOMA DE FARNERS,Selva,Girona,0,1,0,100,No,Good weather,Lateral collision/friction,Crossing,Light wind,Afternoon,Moving vehicles collision
07/01/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
10/03/2017,PREMIA DE MAR,Maresme,Barcelona,0,1,0,40,No,Good weather,Fall on the road,Road,Light wind,Night,Overturn in roadway
09/03/2017,REUS,Baix Camp,Tarragona,1,0,0,100,No,Good weather,Other,Urban zone,Light wind,Night,Other
22/09/2017,VILA-RODONA,Alt Camp,Tarragona,1,0,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
28/03/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
27/05/2017,MONTGAT,Maresme,Barcelona,1,1,0,100,No,Good weather,Other,Road,Light wind,Afternoon,Other
29/07/2017,SANT BARTOMEU DEL GR,Osona,Barcelona,0,1,0,40,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
12/05/2017,SELVA DEL CAMP; LA,Baix Camp,Tarragona,0,1,0,999,No,Good weather,Onslaught (front-side),Road,Light wind,Night,Moving vehicles collision
31/10/2017,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
05/01/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
19/12/2017,SUBIRATS,Alt Penedes,Barcelona,0,1,1,60,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
30/05/2017,CABRERA DE MAR,Maresme,Barcelona,0,1,0,999,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
27/03/2017,SANT QUIRZE DEL VALLES,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Road,Light wind,Night,Moving vehicles collision
03/02/2017,LLORET DE MAR,Selva,Girona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Morning,Overturn in roadway
09/03/2017,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
17/09/2017,PIERA,Anoia,Barcelona,0,1,0,999,No,Good weather,Other,Urban zone,Light wind,Morning,Other
12/12/2017,SITGES,Garraf,Barcelona,0,1,0,30,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
14/08/2017,SANT CUGAT DEL VALLES,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
01/10/2017,TALARN,Pallars Jussa,Lleida,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
15/06/2017,SUBIRATS,Alt Penedes,Barcelona,1,1,0,60,No,Good weather,Frontal collision,Road,Light wind,Night,Moving vehicles collision
30/09/2017,BAGA,Bergueda,Barcelona,0,1,2,90,No,Light rain,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
03/06/2017,CORNELLA DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,On vacation,Crossing,Light wind,Morning,Moving vehicles collision
16/03/2017,BASCARA,Alt Emporda,Girona,1,1,1,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
19/09/2017,VACARISSES,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
01/04/2017,VILADECANS,Baix Llobregat,Barcelona,0,1,0,NA,No,Light rain,Frontal collision,Crossing,Light wind,Night,Moving vehicles collision
23/05/2017,MURA,Bages,Barcelona,0,1,0,50,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
09/04/2017,RIERA DE GAIA; LA,Tarragones,Tarragona,0,4,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
04/11/2017,SANT ANDREU DE LLAVANERES,Maresme,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
19/07/2017,BARCELONA,Barcelones,Barcelona,0,2,1,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
22/10/2017,SANTA MARIA DE PALAU,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Other,Road,Light wind,Morning,Other
24/01/2017,FIGUERES,Alt Emporda,Girona,0,1,0,100,No,Good weather,Run over,Crossing,Light wind,Afternoon,Run over
20/01/2017,ALDEA; L',Baix Ebre,Tarragona,0,1,0,80,No,Heavy rain,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
18/11/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
19/06/2017,SANT LLOREN? DE MORUNYS,Solsones,Lleida,0,3,0,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
16/12/2017,ARENYS DE MAR,Maresme,Barcelona,1,0,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
13/11/2017,MANRESA,Bages,Barcelona,0,1,0,40,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
03/07/2017,TORTOSA,Baix Ebre,Tarragona,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
23/12/2017,LLEIDA,Segria,Lleida,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
26/05/2017,CORNELLA DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
21/10/2017,VILAFRANCA DEL PENEDES,Alt Penedes,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
08/03/2017,CARDEDEU,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
29/07/2017,SANT SALVADOR DE GUARDIA,Bages,Barcelona,0,1,0,999,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
14/10/2017,MOLLO,Ripolles,Girona,4,0,0,30,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
24/03/2017,REUS,Baix Camp,Tarragona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
27/04/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
29/04/2017,JONQUERA; LA,Alt Emporda,Girona,0,2,1,100,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
05/09/2017,MEDIONA,Alt Penedes,Barcelona,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
26/03/2017,SENIA; LA,Montsia,Tarragona,0,1,2,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
03/10/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Frontal collision,Urban zone,Light wind,Afternoon,Moving vehicles collision
12/06/2017,ESTAMARIU,Alt Urgell,Lleida,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
07/11/2017,VIC,Osona,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
06/10/2017,MARTORELL,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
19/09/2017,LLAVORSI,Pallars Sobira,Lleida,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
17/04/2017,LLORET DE MAR,Selva,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Crossing,Light wind,Morning,Moving vehicles collision
06/02/2017,TERRASSA,Valles Occidental,Barcelona,0,1,0,999,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
02/11/2017,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
06/12/2017,POBLA DE SEGUR; LA,Pallars Jussa,Lleida,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
14/01/2017,VILANOVA D'ESCORNALBOU,Baix Camp,Tarragona,0,1,0,999,No,Good weather,Other roadway exits,Road,Light wind,Night,Unspecified roadway exit
30/12/2017,TORELLO,Osona,Barcelona,2,1,2,999,No,Good weather,Frontal collision,Road,Light wind,Night,Moving vehicles collision
07/08/2017,VILASSAR DE MAR,Maresme,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
23/08/2017,TORROELLA DE MONTGRI,Baix Emporda,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
24/03/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Morning,Overturn in roadway
30/06/2017,SANTA MARIA DE CORCO,Osona,Barcelona,0,1,2,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
08/03/2017,BISBAL DEL PENEDES; LA,Baix Penedes,Tarragona,0,1,0,40,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
24/10/2017,SANT FRUITOS DE BAGES,Bages,Barcelona,0,1,0,100,No,Good weather,Run over,Road,Light wind,Afternoon,Run over
02/05/2017,VENDRELL; EL,Baix Penedes,Tarragona,0,1,2,40,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
23/10/2017,OLESA DE MONTSERRAT,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
03/01/2017,CASTELLGALI,Bages,Barcelona,0,1,0,100,No,Good weather,Run over,Road,Light wind,Afternoon,Run over
25/11/2017,PREMIA DE MAR,Maresme,Barcelona,0,1,0,30,No,Light rain,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
20/08/2017,LLEIDA,Segria,Lleida,0,1,5,100,No,Good weather,Other,Road,Light wind,Morning,Other
31/03/2017,SANT CUGAT DEL VALLES,Valles Occidental,Barcelona,0,1,0,40,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
20/02/2017,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
12/04/2017,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
04/06/2017,ALT ANEU,Pallars Sobira,Lleida,0,1,0,100,No,Light rain,Fall on the road,Road,Moderate wind,Morning,Overturn in roadway
02/02/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
30/07/2017,SANTA COLOMA DE GRAMANET,Barcelones,Barcelona,0,1,1,NA,No,Good weather,Onslaught (front-side),Crossing,Light wind,Afternoon,Moving vehicles collision
23/01/2017,ESPLUGUES DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,NA,No,Light rain,Fall on the road,Urban zone,Light wind,Morning,Overturn in roadway
11/06/2017,LLINARS DEL VALLES,Valles Oriental,Barcelona,0,4,1,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
28/11/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
23/04/2017,QUEROL,Alt Camp,Tarragona,0,1,0,999,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
26/06/2017,SANT HILARI SACALM,Selva,Girona,1,0,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
10/05/2017,VILASSAR DE MAR,Maresme,Barcelona,0,1,0,30,No,Good weather,Frontal collision,Urban zone,Light wind,Morning,Moving vehicles collision
16/01/2017,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,6,30,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
18/04/2017,GRANOLLERS,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
01/07/2017,TOSSA DE MAR,Selva,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
29/07/2017,ALCOVER,Alt Camp,Tarragona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
15/10/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,On vacation,Urban zone,Light wind,Morning,Moving vehicles collision
01/10/2017,CALLUS,Bages,Barcelona,1,0,0,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
11/04/2017,PUIG-REIG,Bergueda,Barcelona,0,1,3,50,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
12/03/2017,CASERES,Terra Alta,Tarragona,1,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
16/05/2017,CASTELLO D'EMPURIES,Alt Emporda,Girona,0,1,0,60,No,Good weather,Run over,Road,Light wind,Afternoon,Run over
22/08/2017,CASTELLBISBAL,Valles Occidental,Barcelona,0,1,1,100,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
27/01/2017,ARENYS DE MAR,Maresme,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
12/06/2017,ARBUCIES,Selva,Girona,0,1,0,100,No,Good weather,Frontal collision,Urban zone,Light wind,Afternoon,Moving vehicles collision
20/07/2017,CASTELLET I LA GORNA,Alt Penedes,Barcelona,1,1,1,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
02/11/2017,LLEIDA,Segria,Lleida,0,1,0,NA,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
24/10/2017,VIC,Osona,Barcelona,1,0,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
17/11/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
09/08/2017,BARCELONA,Barcelones,Barcelona,0,1,1,80,No,Light rain,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
25/05/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
24/07/2017,MANRESA,Bages,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
26/10/2017,MOLLET DEL VALLES,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Other,Road,Light wind,Afternoon,Other
30/03/2017,POLINYA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Other,Urban zone,Light wind,Afternoon,Other
12/01/2017,VENDRELL; EL,Baix Penedes,Tarragona,0,1,0,40,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
04/09/2017,ARBO?; L',Baix Penedes,Tarragona,0,1,0,40,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
30/11/2017,REUS,Baix Camp,Tarragona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
28/08/2017,TOSSA DE MAR,Selva,Girona,0,1,0,100,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
05/01/2017,FORALLAC,Baix Emporda,Girona,0,1,0,30,No,Good weather,Other,Road,Light wind,Afternoon,Other
22/03/2017,MATARO,Maresme,Barcelona,0,1,0,NA,No,Good weather,Fall on the road,Urban zone,Light wind,Morning,Overturn in roadway
13/10/2017,LLAVORSI,Pallars Sobira,Lleida,0,2,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
22/01/2017,AMETLLA DEL VALLES;,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
15/12/2017,BARCELONA,Barcelones,Barcelona,1,0,0,100,No,Light rain,Lateral collision/friction,Urban zone,Light wind,Night,Moving vehicles collision
06/06/2017,VILASSAR DE MAR,Maresme,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
28/04/2017,LLEIDA,Segria,Lleida,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
04/09/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
02/05/2017,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
18/11/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
17/02/2017,IGUALADA,Anoia,Barcelona,0,1,1,50,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
05/10/2017,CORNELLA DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,1,80,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
12/11/2017,MOLINS DE REI,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
19/07/2017,CATLLAR; EL,Tarragones,Tarragona,0,1,0,999,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
13/10/2017,SANTA MARIA DE MIRAL,Anoia,Barcelona,1,0,0,30,No,Good weather,Other roadway exits,Road,Light wind,Night,Unspecified roadway exit
24/10/2017,LLEIDA,Segria,Lleida,0,1,0,40,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
24/04/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
20/10/2017,SANT JULIA DE RAMIS,Girones,Girona,1,0,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
26/10/2017,SANTA PERPETUA DE MO,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
03/07/2017,CASTELLBISBAL,Valles Occidental,Barcelona,1,0,0,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
26/04/2017,GIRONA,Girones,Girona,0,1,0,30,Yes,Light rain,Fall on the road,Urban zone,Light wind,Morning,Overturn in roadway
13/04/2017,CASTELLDEFELS,Baix Llobregat,Barcelona,0,1,1,100,No,Good weather,Other,Urban zone,Light wind,Morning,Other
05/08/2017,MONTCADA I REIXAC,Valles Occidental,Barcelona,0,2,3,100,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
03/11/2017,SANTA PERPETUA DE MO,Valles Occidental,Barcelona,1,0,0,100,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
12/04/2017,VIC,Osona,Barcelona,1,0,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Morning,Collision against an object in the roadway
15/06/2017,PRAT DE LLOBREGAT; E,Baix Llobregat,Barcelona,0,1,1,40,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Morning,Collision against an object in the roadway
29/05/2017,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,On vacation,Urban zone,Light wind,Morning,Moving vehicles collision
08/08/2017,ARENYS DE MAR,Maresme,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
12/03/2017,MACANET DE LA SELVA,Selva,Girona,0,1,0,40,No,Good weather,Other roadway exits,Urban zone,Light wind,Night,Unspecified roadway exit
31/05/2017,ESPLUGA DE FRANCOLI; L',Conca de Barbera,Tarragona,0,1,0,50,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
03/10/2017,SANT CARLES DE LA RAPITA,Montsia,Tarragona,0,1,0,40,Yes,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
08/06/2017,MASNOU; EL,Maresme,Barcelona,0,1,0,50,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
02/12/2017,BARCELONA,Barcelones,Barcelona,0,2,2,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
11/07/2017,VILAFRANCA DEL PENEDES,Alt Penedes,Barcelona,0,1,0,999,No,Good weather,Onslaught (front-side),Road,Light wind,Night,Moving vehicles collision
28/07/2017,BLANES,Selva,Girona,0,2,0,100,No,Good weather,Onslaught (front-side),Crossing,Light wind,Afternoon,Moving vehicles collision
09/02/2017,VIC,Osona,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
21/09/2017,SANT ADRIA DE BESOS,Barcelones,Barcelona,0,1,1,80,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
14/06/2017,CAMBRILS,Baix Camp,Tarragona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Night,Overturn in roadway
24/08/2017,SANT JOAN DESPI,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Other,Urban zone,Light wind,Morning,Other
03/06/2017,SANT PERE PESCADOR,Alt Emporda,Girona,0,1,0,50,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
03/06/2017,VENDRELL; EL,Baix Penedes,Tarragona,0,1,0,40,No,Light rain,Road exit with crash/collision,Urban zone,Light wind,Morning,Unspecified roadway exit
12/06/2017,BOSSOST,Val d'Aran,Lleida,0,1,0,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
24/05/2017,DARNIUS,Alt Emporda,Girona,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
28/03/2017,LLEIDA,Segria,Lleida,0,1,1,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
05/05/2017,CASTELLNOU DE SEANA,Pla d'Urgell,Lleida,0,1,0,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
02/10/2017,VENDRELL; EL,Baix Penedes,Tarragona,0,1,0,40,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
13/06/2017,AVELLANES I SANTA LINYA; LES,Noguera,Lleida,0,1,1,999,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
07/01/2017,BARCELONA,Barcelones,Barcelona,0,1,2,100,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
14/03/2017,SANTA MARIA DE PALAU,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
11/05/2017,REUS,Baix Camp,Tarragona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
26/11/2017,BARCELONA,Barcelones,Barcelona,0,2,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
23/12/2017,SABADELL,Valles Occidental,Barcelona,1,0,2,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
05/10/2017,SANT FELIU DE BUIXALLEU,Selva,Girona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
12/05/2017,FONT-RUBI,Alt Penedes,Barcelona,0,1,0,100,No,Good weather,Other,Road,Light wind,Afternoon,Other
04/04/2017,LLEIDA,Segria,Lleida,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
17/03/2017,VILADEMULS,Pla de l'Estany,Girona,0,1,0,60,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
05/06/2017,VILAVERD,Conca de Barbera,Tarragona,0,1,2,100,No,Light rain,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
30/11/2017,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
26/07/2017,MOLLET DEL VALLES,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Afternoon,Collision against an object in the roadway
08/05/2017,BARCELONA,Barcelones,Barcelona,1,0,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Morning,Overturn in roadway
22/07/2017,JUNEDA,Garrigues,Lleida,0,1,0,999,No,Good weather,Other roadway exits,Road,Light wind,Night,Unspecified roadway exit
30/07/2017,LLAGOSTERA,Girones,Girona,0,1,1,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
11/11/2017,BARCELONA,Barcelones,Barcelona,0,1,1,60,No,Good weather,On vacation,Urban zone,Light wind,Afternoon,Moving vehicles collision
06/08/2017,ESPLUGUES DE LLOBREGAT,Baix Llobregat,Barcelona,1,0,1,NA,No,Good weather,Road exit with crash/collision,Crossing,Light wind,Night,Unspecified roadway exit
14/08/2017,SUBIRATS,Alt Penedes,Barcelona,0,1,1,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
19/05/2017,CASTELLDEFELS,Baix Llobregat,Barcelona,1,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
11/11/2017,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,80,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
14/10/2017,VILADECANS,Baix Llobregat,Barcelona,0,1,2,100,No,Good weather,On vacation,Road,Light wind,Night,Moving vehicles collision
20/07/2017,TARRAGONA,Tarragones,Tarragona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
21/07/2017,FIGUERES,Alt Emporda,Girona,0,1,0,30,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
25/04/2017,BARCELONA,Barcelones,Barcelona,0,2,0,50,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
